filename,folder,observation_id,observer,licence,observed_on,latitude,longitude,split
69371328_0.jpg,ixodes_ricinus,69371328,simondenis142857,cc-by-nc,2017-05-20,48.6269725699,-0.3181804967,train
69947824_0.jpg,ixodes_ricinus,69947824,jessica_peruzzo,cc-by-nc,2021-02-20,45.6283416747,11.3251791,train
70077372_0.jpg,ixodes_ricinus,70077372,lina_ria,cc-by-nc,2021-02-24,44.4765917228,11.3239994645,train
70077372_1.jpg,ixodes_ricinus,70077372,lina_ria,cc-by-nc,2021-02-24,44.4765917228,11.3239994645,train
70114464_0.jpg,ixodes_ricinus,70114464,oleksandr_shynder,cc-by-nc,2011-05-04,50.4171013333,30.562155959,train
71225682_0.jpg,ixodes_ricinus,71225682,jfb22,cc-by-nc,2021-03-14,48.4802435145,-2.6938846707,val
71225682_1.jpg,ixodes_ricinus,71225682,jfb22,cc-by-nc,2021-03-14,48.4802435145,-2.6938846707,val
71271881_0.jpg,ixodes_ricinus,71271881,gillessanmartin,cc0,2021-02-25,50.4332998833,4.8675745667,train
71271881_1.jpg,ixodes_ricinus,71271881,gillessanmartin,cc0,2021-02-25,50.4332998833,4.8675745667,train
71271881_2.jpg,ixodes_ricinus,71271881,gillessanmartin,cc0,2021-02-25,50.4332998833,4.8675745667,train
71271881_3.jpg,ixodes_ricinus,71271881,gillessanmartin,cc0,2021-02-25,50.4332998833,4.8675745667,train
71271881_4.jpg,ixodes_ricinus,71271881,gillessanmartin,cc0,2021-02-25,50.4332998833,4.8675745667,train
71271881_5.jpg,ixodes_ricinus,71271881,gillessanmartin,cc0,2021-02-25,50.4332998833,4.8675745667,train
71271881_6.jpg,ixodes_ricinus,71271881,gillessanmartin,cc0,2021-02-25,50.4332998833,4.8675745667,train
71463419_0.jpg,ixodes_ricinus,71463419,alainc,cc-by,2018-05-11,45.9193833333,6.1432555556,test
71500135_0.jpg,ixodes_ricinus,71500135,ivanpazvinas,cc-by-nc,2021-03-11,43.6193002299,1.443929337,train
71500135_1.jpg,ixodes_ricinus,71500135,ivanpazvinas,cc-by-nc,2021-03-11,43.6193002299,1.443929337,train
71500135_2.jpg,ixodes_ricinus,71500135,ivanpazvinas,cc-by-nc,2021-03-11,43.6193002299,1.443929337,train
71735669_0.jpg,ixodes_ricinus,71735669,julian_wittische,cc-by-nc,2021-03-14,49.299148,6.4458209,test
71974922_0.jpg,ixodes_ricinus,71974922,desversen,cc-by-nc,2021-03-24,45.9431259979,10.8364476264,train
71974922_1.jpg,ixodes_ricinus,71974922,desversen,cc-by-nc,2021-03-24,45.9431259979,10.8364476264,train
71974922_2.jpg,ixodes_ricinus,71974922,desversen,cc-by-nc,2021-03-24,45.9431259979,10.8364476264,train
72023187_0.jpg,ixodes_ricinus,72023187,jfb22,cc-by-nc,2021-03-24,48.4802435145,-2.6938846707,train
72023187_1.jpg,ixodes_ricinus,72023187,jfb22,cc-by-nc,2021-03-24,48.4802435145,-2.6938846707,train
72023187_2.jpg,ixodes_ricinus,72023187,jfb22,cc-by-nc,2021-03-24,48.4802435145,-2.6938846707,train
72381759_0.jpg,ixodes_ricinus,72381759,mishanook,cc-by-nc,2021-03-29,48.089823,3.769297,train
72381759_1.jpg,ixodes_ricinus,72381759,mishanook,cc-by-nc,2021-03-29,48.089823,3.769297,train
72381759_2.jpg,ixodes_ricinus,72381759,mishanook,cc-by-nc,2021-03-29,48.089823,3.769297,train
72461781_0.jpg,ixodes_ricinus,72461781,rasmusladegaard,cc-by-nc,2021-03-30,55.0418093,10.6049424,train
72554039_0.jpg,ixodes_ricinus,72554039,peterlindbergjannerup,cc-by-nc,2021-03-31,55.731692887,10.9061371163,test
72564285_0.jpg,ixodes_ricinus,72564285,g_philodendron,cc-by-nc,2021-03-29,45.7209210927,13.7051511091,train
72567395_0.jpg,ixodes_ricinus,72567395,rasmuscool99,cc-by-nc,2021-03-31,55.4002193173,8.4140552073,train
72601431_0.jpg,ixodes_ricinus,72601431,f-owl,cc-by-nc,2021-03-31,48.1421639,17.2129005,train
72683637_0.jpg,ixodes_ricinus,72683637,kaspergandersen,cc-by-nc,2021-04-02,55.6613888889,12.4033333333,train
72683637_1.jpg,ixodes_ricinus,72683637,kaspergandersen,cc-by-nc,2021-04-02,55.6613888889,12.4033333333,train
72701549_0.jpg,ixodes_ricinus,72701549,francisbirlenbach,cc-by-nc,2021-04-02,49.5365454737,5.8520875023,train
73024915_0.jpg,ixodes_ricinus,73024915,jonis,cc-by-nc,2021-04-05,60.2869885174,24.7204623473,test
73030866_0.jpg,ixodes_ricinus,73030866,seanbirkbc,cc-by-nc,2021-03-30,55.7212834486,10.9980267783,train
73424041_0.jpg,ixodes_ricinus,73424041,corinnah,cc-by-nc,2021-04-09,48.4648657813,7.916683097,train
73515064_0.jpg,ixodes_ricinus,73515064,lauramlynarova,cc-by-nc,2021-04-10,49.0852926108,20.6596844271,train
73756810_0.jpg,ixodes_ricinus,73756810,jfb22,cc-by-nc,2021-04-12,48.480478207,-2.6940751076,train
73844322_0.jpg,ixodes_ricinus,73844322,marius-camille,cc-by-nc,2021-04-13,42.4101257222,2.556479,val
73844322_1.jpg,ixodes_ricinus,73844322,marius-camille,cc-by-nc,2021-04-13,42.4101257222,2.556479,val
73844722_0.jpg,ixodes_ricinus,73844722,peterlindbergjannerup,cc-by-nc,2021-04-13,55.670991,11.318953,val
74037118_0.jpg,ixodes_ricinus,74037118,tvrdikovae,cc-by-nc,2021-04-15,50.7433694444,14.3098972222,val
74162525_0.jpg,ixodes_ricinus,74162525,kai_schablewski,cc-by-nc,2021-04-16,50.8093439318,8.753511647,val
74215851_0.jpg,ixodes_ricinus,74215851,kjellmsarre,cc-by-nc,2016-09-20,69.7294,26.00513,test
74215851_1.jpg,ixodes_ricinus,74215851,kjellmsarre,cc-by-nc,2016-09-20,69.7294,26.00513,test
74215851_2.jpg,ixodes_ricinus,74215851,kjellmsarre,cc-by-nc,2016-09-20,69.7294,26.00513,test
74215851_3.jpg,ixodes_ricinus,74215851,kjellmsarre,cc-by-nc,2016-09-20,69.7294,26.00513,test
74215851_4.jpg,ixodes_ricinus,74215851,kjellmsarre,cc-by-nc,2016-09-20,69.7294,26.00513,test
74222212_0.jpg,ixodes_ricinus,74222212,jfb22,cc-by-nc,2021-04-17,48.4898221334,-2.7370112389,train
64028516_0.jpg,ixodes_ricinus,64028516,kathi_pesl,cc-by-nc,2020-11-01,47.0740398144,15.503433731,val
64055299_0.jpg,ixodes_ricinus,64055299,tanwag,cc-by-nc,2020-11-02,52.4542831661,10.8083655685,train
64055299_1.jpg,ixodes_ricinus,64055299,tanwag,cc-by-nc,2020-11-02,52.4542831661,10.8083655685,train
64112774_0.jpg,ixodes_ricinus,64112774,tanwag,cc-by-nc,2020-11-03,52.4526128565,10.8123419434,train
64112774_1.jpg,ixodes_ricinus,64112774,tanwag,cc-by-nc,2020-11-03,52.4526128565,10.8123419434,train
64120531_0.jpg,ixodes_ricinus,64120531,heutehier,cc-by-nc,2020-11-03,51.7786937223,9.3654010536,train
64261578_0.jpg,ixodes_ricinus,64261578,orewoet,cc-by-nc,2020-11-05,56.027541802,9.7967214745,train
64730264_0.jpg,ixodes_ricinus,64730264,romanvrbicek,cc-by-nc,2020-11-12,49.2833164251,17.3612237669,train
64972053_0.jpg,ixodes_ricinus,64972053,seanbirkbc,cc-by-nc,2020-05-08,55.1235307113,8.5332366352,test
65140568_0.jpg,ixodes_ricinus,65140568,adrien_ferrand,cc-by-nc,2020-11-18,49.7806061397,6.3276784122,test
65140568_1.jpg,ixodes_ricinus,65140568,adrien_ferrand,cc-by-nc,2020-11-18,49.7806061397,6.3276784122,test
65271806_0.jpg,ixodes_ricinus,65271806,vivaxylocopa,cc-by-nc,2019-04-22,46.9951221441,15.9428559354,train
65271806_1.jpg,ixodes_ricinus,65271806,vivaxylocopa,cc-by-nc,2019-04-22,46.9951221441,15.9428559354,train
65690139_0.jpg,ixodes_ricinus,65690139,martin_galli,cc-by-nc,2020-10-08,43.7578293283,1.570042349,train
65690141_0.jpg,ixodes_ricinus,65690141,martin_galli,cc-by-nc,2020-10-08,43.7578330076,1.5700719063,train
65690141_1.jpg,ixodes_ricinus,65690141,martin_galli,cc-by-nc,2020-10-08,43.7578330076,1.5700719063,train
65690142_0.jpg,ixodes_ricinus,65690142,martin_galli,cc-by-nc,2020-10-08,43.7578360428,1.5700941284,train
65776136_0.jpg,ixodes_ricinus,65776136,cpu,cc0,2012-06-23,47.7794172846,16.810559786,train
66111327_0.jpg,ixodes_ricinus,66111327,seanbirkbc,cc-by-nc,2020-05-22,56.1516321336,10.7054560533,val
66222705_0.jpg,ixodes_ricinus,66222705,jpreudhomme,cc-by-nc,2020-05-24,50.4525397866,3.6850486704,train
66222705_1.jpg,ixodes_ricinus,66222705,jpreudhomme,cc-by-nc,2020-05-24,50.4525397866,3.6850486704,train
66338496_0.jpg,ixodes_ricinus,66338496,petrkouba1,cc-by,2018-05-07,48.9719616667,14.3546816667,train
66338496_1.jpg,ixodes_ricinus,66338496,petrkouba1,cc-by,2018-05-07,48.9719616667,14.3546816667,train
66817696_0.jpg,ixodes_ricinus,66817696,arachon,cc-by-nc,2020-10-06,55.8275580058,12.5609940959,train
66817696_1.jpg,ixodes_ricinus,66817696,arachon,cc-by-nc,2020-10-06,55.8275580058,12.5609940959,train
